178,1413,70,24,1,0,0,4,3
190,2599,74,20,1,0,0,4,3
109,348,35,49,14,1,0,3,2
465,443,90,6,2,1,0,5,3
585,967,83,11,4,0,0,5,3
654,513,71,24,3,0,0,4,3
121,396,38,39,13,6,4,1,3
364,500,83,14,2,1,0,4,3
105,410,27,50,18,3,2,2,2
137,611,43,45,9,2,1,2,3
209,428,80,14,1,0,0,4,3
260,733,68,29,2,1,0,4,3
208,474,28,52,16,3,1,3,3
296,250,59,32,8,1,0,3,3
294,1160,77,18,3,1,0,4,3
224,667,77,19,2,1,0,3,3
209,1314,68,25,1,0,0,3,3
161,448,51,37,9,2,0,3,3
301,849,33,49,13,2,0,4,3
190,438,44,36,12,5,3,4,3
194,562,46,44,7,2,1,3,3
379,955,71,22,4,0,0,4,3
134,746,44,45,8,2,1,3,3
126,349,44,36,13,0,0,3,3
216,275,83,14,2,0,1,4,3
171,385,44,34,13,5,0,4,3
134,1143,69,27,2,1,0,4,3
174,1408,64,31,3,0,0,3,3
282,2314,58,25,9,3,0,4,3
173,112,71,24,0,0,0,3,3
161,624,33,50,11,4,2,4,3
350,719,44,43,9,1,0,3,3
162,581,45,38,11,4,2,3,3
208,1321,45,40,10,3,2,4,3
400,458,73,20,2,0,0,5,3
405,435,51,40,6,2,0,4,3
560,1696,80,16,2,1,0,4,3
189,1111,47,38,10,3,2,4,3
102,769,38,41,15,4,2,3,2
180,1486,55,35,7,2,1,4,3
104,598,40,45,12,1,0,3,2
243,725,67,27,4,1,0,3,3
180,493,49,41,7,2,0,3,3
215,654,39,46,11,2,0,3,3
236,1051,46,44,7,2,1,3,3
230,686,59,33,6,1,0,4,3
139,726,42,47,8,1,0,2,3
139,655,53,37,2,1,0,3,3
244,383,47,40,10,2,1,3,3
223,774,36,51,10,2,0,3,3
380,1219,65,27,1,2,0,4,3
304,866,70,24,1,0,0,4,3
253,558,47,39,11,2,0,3,3
212,397,71,24,0,0,0,4,3
396,521,72,23,1,0,0,4,3
138,1266,35,46,13,4,2,3,3
271,1032,64,29,5,1,0,4,3
221,839,62,25,7,4,0,5,3
149,611,43,45,9,2,1,2,3
189,974,59,33,5,2,1,4,3
168,580,55,36,2,1,0,3,3
158,725,47,42,9,1,0,3,3
1,1898,88,2,1,0,0,5,1
1,1973,89,7,2,1,0,5,1
1,840,85,10,2,1,0,5,1
15,891,70,18,6,4,2,5,1
590,946,66,22,7,3,0,5,3
155,1146,41,42,12,3,0,4,3
209,1314,68,25,1,0,0,3,3
163,592,34,51,11,3,0,3,3
224,600,36,49,12,1,0,3,3
185,1857,65,28,1,0,0,3,3
161,646,32,50,12,4,0,3,3
285,931,78,18,2,1,0,4,3
161,567,39,38,14,5,0,4,3
173,1223,53,38,7,1,0,3,3
121,599,43,46,2,0,0,3,3
230,2599,74,20,1,0,0,4,3
153,765,50,33,10,5,2,3,3
288,808,44,41,8,3,0,4,3
225,838,57,36,5,1,0,3,3
364,500,83,14,2,1,0,4,3
132,810,43,47,2,1,0,3,3
189,545,40,44,12,0,0,3,3
193,661,43,40,10,4,0,3,3
180,685,44,45,6,3,2,4,3
342,590,55,25,9,4,7,5,3
233,540,31,46,17,3,0,3,3
378,899,58,33,6,2,1,4,3
128,283,55,40,2,1,0,3,3
243,714,68,26,3,1,2,4,3
90,297,67,25,2,1,0,0,2
124,257,37,40,17,4,2,4,3
522,202,74,15,8,2,1,5,3
1,2807,86,7,3,2,0,5,1
517,147,93,5,1,0,0,4,3
539,848,68,25,1,0,0,4,3
230,686,59,33,6,1,0,4,3
170,718,35,46,8,4,7,3,3
123,393,39,37,15,4,0,3,3
185,917,51,36,8,3,2,4,3
127,507,46,42,8,0,0,3,3
139,726,42,47,8,1,0,2,3
222,445,41,46,9,2,0,3,3
186,1535,70,24,1,0,0,4,3
226,828,70,25,3,1,0,4,3
271,100,72,24,3,1,0,4,3
107,701,54,33,9,2,0,3,2
204,506,52,36,8,0,0,3,3
181,1314,36,45,14,3,2,3,3
175,267,61,30,6,2,0,4,3
143,575,39,43,13,2,0,3,3
284,340,63,19,8,6,4,5,3
242,508,71,24,3,0,0,4,3
158,284,41,50,7,0,0,3,3
269,928,32,41,16,5,0,4,3
196,1134,57,34,6,2,1,4,3
288,808,44,41,8,3,0,4,3
140,1042,66,28,4,1,0,3,3
190,1354,55,37,6,1,0,3,3
159,126,58,37,2,0,3,3,3
429,2113,78,18,2,1,0,4,3
125,1405,56,37,5,1,0,3,3
327,432,80,15,3,1,0,4,3
1,840,85,10,2,1,0,5,1
408,306,69,15,8,3,0,5,3
400,3258,57,26,10,4,3,5,3
330,432,80,15,3,1,0,4,3
318,708,58,33,6,2,1,3,3
207,517,77,18,3,1,0,4,3
133,456,60,32,6,1,0,3,3
153,765,50,33,10,5,2,3,3
261,352,32,45,13,7,0,3,3
173,1223,53,38,7,1,0,3,3
238,1105,55,33,10,1,0,3,3
90,584,33,48,12,5,0,2,2
150,678,43,40,9,4,0,4,3
98,769,38,41,15,4,2,3,2
161,1287,70,24,1,0,0,4,3
139,388,37,48,11,2,0,3,3
198,648,33,42,15,6,4,3,3
191,791,49,41,8,0,0,3,3
114,508,37,49,3,2,0,3,2
343,956,63,29,6,1,0,4,3
111,400,47,42,8,1,0,3,2
114,659,40,45,12,1,0,2,2
285,807,43,42,11,0,0,3,3
269,443,55,35,3,2,0,3,3
297,392,69,21,4,3,0,5,3
266,828,72,23,1,0,0,4,3
172,1270,41,42,12,3,0,4,3
330,408,73,22,1,0,0,4,3
77,458,31,52,12,3,0,2,1
1,1291,80,13,4,2,1,5,1
610,965,78,15,1,0,0,5,3
1,1571,84,10,1,0,0,5,1
404,1385,84,11,3,0,0,4,3
205,365,45,42,8,3,0,3,3
225,376,63,29,5,1,2,4,3
116,370,35,53,10,1,0,3,2
146,358,33,48,12,5,0,3,3
261,398,46,33,11,4,0,4,3
141,355,66,26,5,2,1,3,3
221,369,48,40,6,3,0,4,3
270,562,64,25,8,2,1,5,3
238,1411,51,40,6,2,0,3,3
133,456,60,32,6,1,0,3,3
212,784,70,23,5,1,0,4,3
368,122,70,20,7,2,1,4,3
219,1112,63,32,1,0,0,4,3
359,856,72,20,6,1,0,4,3
198,648,33,42,15,6,4,3,3
237,1593,70,25,3,1,0,4,3
314,874,53,35,8,2,0,4,3
160,277,60,30,8,1,0,4,3
320,796,43,40,12,0,0,4,3
196,347,41,40,12,3,4,4,3
143,575,39,43,13,2,0,3,3
305,712,69,23,5,1,2,5,3
321,369,74,20,1,0,0,3,3
343,956,63,29,6,1,0,4,3
294,123,75,20,2,1,0,4,3
346,341,55,32,7,3,0,4,3
134,1143,69,27,2,1,0,4,3
487,1282,65,22,7,3,0,5,3
1,208,78,15,4,1,2,5,1
874,1065,77,15,2,1,0,5,3
398,663,72,18,6,3,1,5,3
116,519,34,43,13,6,0,3,2
363,359,56,32,3,0,0,4,3
224,1325,77,18,3,1,0,4,3
81,445,37,51,9,2,0,3,2
221,1040,33,49,13,2,0,3,3
285,333,56,28,9,4,3,4,3
368,122,70,20,7,2,1,4,3
133,1290,30,50,14,2,0,4,3
184,1683,69,26,3,1,0,3,3
161,740,32,50,13,4,1,3,3
246,578,62,26,7,3,0,4,3
192,582,58,34,7,1,0,3,3
260,1121,37,36,16,5,0,4,3
387,739,76,17,4,2,1,5,3
241,504,56,32,8,3,1,3,3
359,856,72,20,6,1,0,4,3
136,602,44,35,13,0,0,4,3
233,599,39,43,11,5,2,3,3
179,684,56,36,1,0,0,3,3
100,384,44,40,12,3,1,3,2
86,309,47,44,1,0,0,2,2
238,1112,47,39,3,2,0,4,3
270,281,56,36,1,0,0,3,3
215,654,39,46,11,2,0,3,3
239,276,45,40,8,3,4,3,3
487,1282,65,22,7,3,0,5,3
617,1143,52,31,10,5,0,5,3
1,2807,86,7,3,2,0,5,1
495,702,52,34,11,0,0,4,3
378,899,58,33,6,2,1,4,3
225,838,57,36,5,1,0,3,3
299,138,83,12,1,0,0,4,3
277,791,69,24,1,2,0,4,3
189,552,68,20,5,2,0,4,3
396,722,52,31,10,3,4,4,3
440,381,70,18,5,4,3,5,3
112,327,41,38,11,4,6,3,2
289,347,67,25,6,1,0,4,3
430,434,61,24,8,3,0,5,3
280,746,53,27,11,4,5,5,3
156,967,37,43,14,2,0,3,3
151,356,37,49,10,3,1,3,3
115,209,45,49,0,1,0,3,2
314,874,53,35,8,2,0,4,3
169,419,28,53,15,1,0,3,3
139,935,53,39,5,2,1,3,3
445,237,85,11,3,0,0,5,3
366,746,46,40,11,2,0,4,3
162,329,52,34,11,0,0,3,3
441,629,46,41,7,3,0,4,3
350,284,67,23,1,2,0,4,3
189,545,40,44,12,0,0,3,3
257,1117,70,22,5,1,0,4,3
320,527,51,39,7,2,0,4,3
240,775,48,36,9,4,3,4,3
192,509,49,41,8,0,0,3,3
100,360,34,50,10,3,0,3,2
509,228,69,23,5,2,1,4,3
844,288,78,12,6,0,0,5,3
100,360,34,50,10,3,0,3,2
253,354,52,36,4,3,5,3,3
258,525,41,46,10,2,0,3,3
86,191,30,54,11,3,2,3,2
212,784,70,23,5,1,0,4,3
374,1254,58,32,7,1,0,4,3
279,721,42,39,12,4,3,4,3
366,1039,65,24,6,3,2,5,3
305,712,69,23,5,1,2,5,3
159,1515,58,35,1,0,0,3,3
205,1078,49,34,0,0,0,4,3
236,362,47,35,10,3,0,4,3
286,540,31,46,17,3,0,3,3
396,521,72,23,1,0,0,4,3
214,187,52,33,11,0,0,3,3
155,668,38,48,10,3,1,3,3
151,396,36,42,13,4,5,4,3
153,2742,70,26,2,1,0,3,3
231,1263,68,26,4,1,0,4,3
245,470,29,48,17,4,2,3,3
137,1948,52,37,8,1,0,3,3
142,236,60,33,6,1,0,3,3
315,1085,41,39,13,4,0,4,3
149,448,37,54,6,2,1,3,3
168,580,55,36,2,1,0,3,3
287,423,76,20,3,1,0,4,3
161,669,69,23,5,2,1,4,3
128,1385,59,34,5,1,0,3,3
328,1997,64,29,5,1,0,4,3
517,147,93,5,1,0,0,4,3
269,744,64,27,6,2,1,4,3
156,814,49,43,6,1,0,3,3
269,270,56,31,3,4,0,4,3
152,329,42,43,11,0,0,3,3
234,422,43,39,12,4,0,4,3
223,1060,53,34,8,2,0,3,3
198,910,51,36,8,3,2,4,3
205,624,52,34,8,3,0,3,3
214,1419,70,23,5,1,0,4,3
225,575,36,43,13,5,0,3,3
187,984,73,22,1,0,0,3,3
380,1219,65,27,1,2,0,4,3
215,403,46,37,12,3,0,4,3
293,721,73,23,1,0,0,4,3
143,1204,65,29,4,1,0,3,3
223,774,36,51,10,2,0,3,3
143,491,52,38,0,0,0,3,3
189,974,59,33,5,2,1,4,3
328,438,67,26,4,2,1,4,3
264,277,60,30,8,1,0,4,3
215,712,57,36,5,1,0,3,3
208,241,41,42,10,5,0,4,3
296,874,60,34,1,0,0,4,3
119,348,63,23,5,2,7,4,2
184,786,60,32,6,1,0,4,3
219,1112,63,32,1,0,0,4,3
773,798,72,18,6,3,1,5,3
200,1324,42,39,12,4,3,4,3
535,848,68,25,1,0,0,4,3
828,1065,77,15,2,1,0,5,3
172,607,43,47,8,1,0,3,3
135,1415,54,40,1,0,0,3,3
320,123,75,20,2,1,0,4,3
199,503,49,40,7,3,1,4,3
167,265,34,47,14,1,0,3,3
166,378,39,37,15,4,0,3,3
271,1032,64,29,5,1,0,4,3
233,1559,56,35,7,1,0,4,3
280,172,63,31,4,2,0,4,3
294,816,50,42,6,1,0,3,3
283,140,82,16,1,0,0,4,3
285,823,39,38,14,5,0,4,3
165,855,63,31,4,0,0,3,3
264,453,41,42,12,3,0,3,3
155,174,30,52,14,0,0,3,3
139,1221,34,49,12,3,0,3,3
170,878,56,36,1,0,0,4,3
267,689,46,38,13,2,1,4,3
125,746,60,32,6,1,0,4,3
183,431,45,43,7,2,0,4,3
196,347,41,40,12,3,4,4,3
120,343,46,36,11,2,5,3,3
239,687,64,28,6,1,0,4,3
143,655,53,37,2,1,0,3,3
251,882,60,27,9,2,0,4,3
271,741,64,25,6,3,2,4,3
164,1424,43,44,10,2,1,3,3
194,221,57,33,6,1,0,3,3
224,600,36,49,12,1,0,3,3
506,650,64,29,5,1,0,4,3
336,1064,67,28,3,1,0,4,3
100,779,34,45,14,3,0,3,2
306,728,44,42,9,3,0,3,3
462,763,82,12,3,1,0,5,3
179,797,38,37,15,3,0,4,3
166,376,63,29,5,1,2,4,3
186,736,25,49,19,4,3,4,3
213,464,38,47,12,1,0,3,3
469,699,72,18,6,0,0,5,3
215,648,24,32,18,13,0,4,3
165,306,37,48,9,3,0,3,3
350,338,65,27,6,1,0,4,3
315,362,54,35,6,3,2,4,3
163,593,41,47,8,3,0,2,3
298,364,45,38,10,2,0,4,3
330,756,69,24,2,1,0,4,3
316,169,52,33,11,0,0,4,3
319,1312,79,17,2,1,0,4,3
250,922,50,32,10,5,3,4,3
215,689,34,46,13,0,0,4,3
503,106,74,19,3,0,0,4,3
125,277,59,33,7,1,0,2,3
328,388,56,37,5,1,0,4,3
748,444,67,21,3,2,0,5,3
193,442,37,47,12,3,1,3,3
390,565,64,26,7,2,1,4,3
144,228,44,43,9,2,0,3,3
202,343,37,45,12,4,0,3,3
250,522,67,25,2,1,0,4,3
482,62,95,3,2,0,0,5,3
406,436,55,31,9,3,2,4,3
199,364,61,33,4,0,0,3,3
143,451,56,33,7,2,0,4,3
195,416,36,46,12,4,0,3,3
259,62,91,6,3,0,0,0,3
238,386,64,29,5,1,0,3,3
212,397,71,24,0,0,0,4,3
342,590,55,25,9,4,7,5,3
204,582,64,28,5,1,2,4,3
253,558,47,39,11,2,0,3,3
220,950,52,39,6,1,0,3,3
211,509,44,40,10,3,0,3,3
220,589,40,41,12,4,3,4,3
370,685,66,28,4,1,0,4,3
451,770,65,20,8,4,3,5,3
251,414,57,29,3,2,0,4,3
308,358,76,17,5,1,0,4,3
259,427,67,28,3,1,0,4,3
149,224,37,51,8,3,0,4,3
260,322,58,32,6,0,0,4,3
315,472,71,19,5,2,3,4,3
693,1432,55,30,9,4,2,5,3
138,378,32,49,14,3,0,3,3
100,370,35,53,10,1,0,3,2
479,1559,64,25,7,2,0,5,3
260,527,67,28,3,1,0,4,3
180,248,66,26,5,2,1,4,3
281,449,69,22,4,3,0,4,3
460,1128,55,27,11,4,3,5,3
784,968,77,15,6,1,0,5,3
673,660,65,22,7,3,0,5,3
151,432,32,48,13,4,0,3,3
266,153,89,8,2,1,0,4,3
171,570,62,32,4,1,0,3,3
149,284,30,48,15,2,0,3,3
279,170,75,19,4,0,2,3,3
206,272,42,43,8,4,0,3,3
335,547,76,19,3,1,0,4,3
237,235,70,23,4,2,1,4,3
180,313,48,30,13,5,4,3,3
527,755,64,20,8,0,0,5,3
394,682,64,30,1,0,0,4,3
137,708,50,40,7,2,1,4,3
299,730,51,40,5,3,0,3,3
364,834,45,38,10,4,3,4,3
249,114,88,11,0,0,0,0,3
297,1040,51,32,10,4,3,5,3
365,650,85,11,2,0,0,4,3
129,304,42,40,11,4,3,4,3
222,1167,54,35,7,2,0,4,3
340,366,58,31,6,3,2,1,3
190,396,65,28,4,1,2,3,3
239,384,58,28,9,2,3,4,3
157,334,43,42,8,4,0,3,3
362,1064,72,20,5,1,0,4,3
285,502,50,28,14,5,3,5,3
129,341,42,37,13,5,0,3,3
15,891,70,18,6,4,2,5,1
920,877,81,14,3,0,0,5,3
531,490,65,22,7,4,0,5,3
261,346,68,25,1,0,0,4,3
160,379,31,51,14,3,0,3,3
309,417,40,41,12,3,4,3,3
220,800,64,28,5,2,1,3,3
250,56,87,4,2,0,0,0,3
270,814,69,25,4,1,0,4,3
295,66,92,8,0,0,0,0,3
400,428,68,26,4,1,0,4,3
415,486,63,26,8,2,1,4,3
203,1440,54,36,7,2,1,4,3
365,796,43,40,12,0,0,4,3
432,274,70,19,6,4,1,4,3
192,867,46,35,11,3,0,4,3
257,132,87,5,6,1,0,0,3
120,499,42,45,9,0,0,3,3
325,412,69,26,3,1,0,4,3
283,284,45,38,10,4,3,3,3
193,265,62,32,3,1,0,3,3
158,388,64,31,3,0,0,3,3
112,173,44,43,10,2,1,3,2
203,607,66,27,5,1,0,4,3
210,45,100,0,0,0,0,0,3
251,288,31,50,14,2,3,3,3
170,264,49,33,10,5,0,4,3
191,847,51,39,7,2,0,4,3
212,362,70,26,2,1,0,4,3
188,360,50,33,9,4,0,3,3
246,331,40,43,11,0,0,3,3
128,283,55,40,2,1,0,3,3
560,252,87,10,2,1,0,5,3
245,792,66,28,4,1,0,4,3
186,456,30,46,15,4,0,3,3
221,268,30,51,13,5,0,3,3
134,614,55,31,8,4,2,3,3
255,481,54,36,8,1,0,4,3
324,568,54,30,11,3,2,4,3
156,207,60,29,7,4,0,3,3
190,87,93,6,0,1,0,0,3
285,110,66,19,7,5,3,4,3
269,495,51,33,9,5,2,4,3
279,342,86,12,1,0,0,3,3
326,910,58,27,9,3,0,5,3
369,479,66,22,5,0,0,5,3
235,1353,83,14,2,1,0,3,3
150,1624,75,19,4,1,0,3,3
285,931,78,18,2,1,0,4,3
315,110,79,14,2,3,0,4,3
305,207,69,23,5,2,1,4,3
132,462,44,40,12,0,0,3,3
260,449,43,38,12,5,0,4,3
69,1365,21,50,5,3,0,3,1
165,5238,31,40,18,7,4,4,3
80,1747,22,58,16,3,1,3,2
93,1110,30,38,21,6,5,2,2
315,2241,37,44,12,5,0,4,3
72,1565,26,51,16,4,3,3,1
81,685,31,42,19,6,0,2,2
89,1160,29,46,16,5,4,3,2
522,202,74,15,8,2,1,5,3
470,516,69,19,5,3,4,5,3
111,1160,29,46,16,5,4,3,2
248,2317,32,37,17,9,5,4,3
61,1288,34,41,16,5,0,2,1
84,1578,40,38,14,5,3,0,2
102,865,32,44,14,5,0,3,2
77,652,31,46,15,4,0,1,1
123,632,32,45,14,0,0,4,3
161,738,37,44,12,3,0,3,3
67,225,29,42,23,0,0,2,1
193,1335,32,47,15,4,0,3,3
45,286,25,50,17,3,0,2,1
98,533,22,50,17,6,5,4,2
161,346,33,43,15,4,0,4,3
121,975,34,47,12,3,0,3,3
83,415,30,49,16,2,3,3,2
102,1019,23,56,15,4,2,3,2
60,674,19,52,23,4,0,3,1
93,428,20,56,17,5,2,3,2
284,3093,50,28,12,5,0,5,3
101,523,27,51,18,2,0,3,2
75,840,28,40,20,7,5,2,1
180,375,29,47,17,4,3,3,3
96,590,18,48,22,7,5,3,2
72,674,16,49,26,4,5,3,1
98,202,27,52,13,4,0,3,2
258,1265,34,46,13,5,2,4,3
157,618,34,37,19,6,0,3,3
65,722,21,45,23,7,4,0,1
197,720,28,48,16,5,3,3,3
263,167,50,27,12,5,6,4,3
155,1526,24,52,17,5,0,4,3
119,174,23,57,16,1,0,3,2
99,324,21,53,4,0,0,3,2
99,638,29,48,16,4,3,2,2
146,1079,25,51,18,3,0,4,3
125,472,40,32,13,7,8,4,3
125,455,23,46,18,5,0,3,3
136,816,32,49,14,3,0,2,3
114,457,38,42,12,5,3,3,2
110,559,20,51,21,4,0,3,2
184,1231,40,44,12,3,1,3,3
148,234,32,53,9,0,0,3,3
211,1295,25,49,19,2,0,4,3
140,341,28,48,15,6,3,3,3
122,52,61,33,6,0,0,4,3
165,555,30,46,14,0,0,4,3
109,359,25,54,15,3,0,3,2
102,497,27,45,19,4,0,3,2
261,948,28,43,18,6,5,4,3
118,1095,26,49,17,2,0,3,2
104,277,40,36,12,7,5,3,2
139,687,39,45,11,3,2,3,3
183,732,29,47,18,4,2,4,3
131,639,25,51,15,4,0,3,3
120,483,28,51,16,3,2,3,3
117,361,48,29,10,7,6,4,2
160,545,25,50,17,6,2,4,3
121,525,29,49,15,2,0,3,3
177,188,35,41,14,0,0,4,3
107,1117,29,45,15,7,4,3,2
95,253,35,41,13,6,0,1,2
220,228,44,30,15,7,0,4,3
266,944,36,43,13,4,0,4,3
297,373,35,46,13,4,2,4,3
81,310,21,53,18,5,0,2,2
178,486,25,47,16,0,0,3,3
112,308,30,50,11,7,2,3,2
86,311,15,59,18,6,2,3,2
86,302,21,60,14,3,2,2,2
245,396,24,52,16,0,0,4,3
194,144,48,42,4,1,5,2,3
170,510,27,47,16,4,0,3,3
90,391,30,48,16,3,0,2,2
132,337,31,49,12,3,5,3,3
240,681,28,46,16,5,0,4,3
161,754,30,48,15,2,0,3,3
218,1771,38,43,13,0,0,4,3
165,302,35,43,17,2,0,3,3
165,652,27,52,14,5,0,3,3
125,491,17,53,24,0,0,3,3
186,382,30,46,14,7,3,3,3
170,892,26,49,17,2,0,4,3
123,491,25,50,17,3,0,3,3
151,567,27,53,16,1,0,2,3
201,1179,24,48,18,7,3,4,3
147,449,24,54,16,2,0,3,3
213,257,40,11,5,4,0,3,3
99,156,20,61,14,0,0,2,2
115,709,31,44,15,6,0,3,2
137,250,34,45,16,1,0,3,3
96,796,34,40,17,6,3,3,2
99,120,55,33,7,2,0,3,2
165,507,23,48,16,7,0,3,3
109,603,29,55,13,2,1,3,2
70,500,28,47,16,4,5,0,1
200,999,29,46,18,5,2,4,3
128,590,40,41,10,5,4,4,3
115,1229,53,30,9,5,0,3,2
103,111,36,49,12,3,0,2,2
133,419,24,50,16,0,0,3,3
81,361,26,56,13,4,1,3,2
142,264,19,55,18,6,2,3,3
171,836,29,49,15,4,3,4,3
95,857,24,50,17,6,3,3,2
162,486,19,52,22,5,0,3,3
120,497,25,48,19,3,0,4,3
447,79,69,16,4,8,3,4,3
166,390,35,43,13,4,0,3,3
148,755,37,14,5,0,0,3,3
275,479,35,44,13,6,2,4,3
175,451,31,42,15,8,4,3,3
99,247,28,48,13,7,4,2,2
160,690,31,44,16,5,0,4,3
155,163,41,36,18,4,0,3,3
220,715,27,48,16,3,0,3,3
122,206,21,57,18,3,0,3,3
217,317,25,53,15,4,0,3,3
316,769,17,43,27,9,4,4,3
127,338,27,51,14,5,3,3,3
330,321,33,44,15,6,2,4,3
117,279,34,44,14,5,3,3,2
131,639,25,51,15,4,0,3,3
147,449,24,54,16,2,0,3,3
131,306,24,51,15,6,0,3,3
268,414,29,49,16,5,1,3,3
173,298,27,39,19,6,0,3,3
133,419,24,50,16,0,0,3,3
142,354,36,34,19,5,0,4,3
86,311,15,59,18,6,2,3,2
296,756,40,33,15,7,0,5,3
95,389,25,50,19,2,4,3,2
120,497,25,48,19,3,0,4,3
93,428,20,56,17,5,2,3,2
163,801,39,42,13,4,0,4,3
101,136,33,54,10,2,1,2,2
101,726,23,54,16,5,2,3,2
146,175,27,48,17,6,2,3,3
77,73,41,46,12,0,0,3,1
224,499,34,40,17,6,3,4,3
202,661,22,41,21,8,0,4,3
88,332,20,51,5,4,0,3,2
155,163,41,36,18,4,0,3,3
103,727,41,38,14,3,0,3,2
161,182,45,35,13,4,0,3,3
152,78,61,26,0,0,0,4,3
316,769,17,43,27,9,4,4,3
169,68,65,25,7,3,0,4,3
99,156,20,61,14,0,0,2,2
99,120,55,33,7,2,0,3,2
99,247,28,48,13,7,4,2,2
93,605,23,47,22,5,0,3,2
102,1775,42,34,12,6,0,1,2
114,3908,21,53,20,4,2,3,2
248,313,34,31,18,9,0,4,3
119,692,21,44,22,9,0,3,2
118,597,26,48,18,2,0,3,2
155,484,24,47,20,6,3,4,3
116,371,23,47,22,4,0,3,2
91,860,21,50,22,5,0,3,2
259,638,19,42,27,5,0,4,3
143,397,27,35,20,9,0,3,3
109,1096,19,51,21,6,3,3,2
853,284,29,47,18,4,2,3,3
86,950,21,54,18,5,2,3,2
191,1165,26,36,22,11,5,4,3
126,376,22,49,18,6,5,2,3
177,440,28,49,16,4,3,4,3
132,281,36,39,16,3,0,3,3
186,266,25,44,20,6,0,3,3
221,400,30,37,19,8,6,4,3
234,590,32,47,15,4,0,4,3
233,301,22,49,20,7,0,3,3
170,480,18,55,19,3,0,3,3
228,238,24,48,19,6,3,3,3
110,118,22,62,12,3,1,2,2
101,136,33,54,10,2,1,2,2
150,208,26,48,21,3,2,3,3
152,78,61,26,0,0,0,4,3
247,201,40,46,2,0,0,4,3
260,194,51,28,12,6,3,4,3
71,551,23,45,18,6,0,3,1
176,233,33,39,16,0,0,3,3
157,166,33,43,15,7,2,3,3
213,339,25,42,21,8,4,3,3
180,455,27,46,15,0,0,4,3
123,1068,26,50,16,4,0,3,3
198,488,20,52,19,5,4,3,3
99,335,24,51,13,6,0,3,2
155,492,23,49,20,5,0,3,3
86,220,25,48,20,2,0,3,2
267,127,44,31,15,0,0,3,3
192,513,26,47,18,5,4,3,3
144,282,18,51,23,6,2,3,3
144,183,32,47,14,3,0,3,3
73,691,34,42,16,0,0,2,1
106,53,70,17,11,2,0,0,2
137,789,23,57,15,2,0,3,3
220,380,23,48,21,5,0,3,3
116,123,51,29,7,6,0,4,2
